epoch	accuracy	loss	val_accuracy	val_f1	val_loss
0	0.7436839	0.5334264697608774	0.8213732242584229	0.8273573798565771	0.4187140396531106
1	0.8555142	0.35764692141587245	0.8543742895126343	0.8548404901203224	0.3526310009285725
2	0.87984866	0.3025621454115292	0.853377640247345	0.8464037122969837	0.3493922013380995
3	0.89284545	0.2721187081037656	0.8640088438987732	0.8669267446900736	0.3199562404836927
4	0.9041705	0.2476527700881744	0.8678848147392273	0.8682786794744396	0.31816946864128115
5	0.9138113	0.22873245652396712	0.8695459365844727	0.8692853972481136	0.31656466363408375
6	0.92002064	0.21388677814304147	0.8685492873191833	0.8653737098786435	0.31882984377485046
7	0.9266824	0.19943366031705587	0.8696566820144653	0.8669605515994122	0.31896025846698883
8	0.93227583	0.18652999352769298	0.8713178038597107	0.8692853972481136	0.3206061111402142
9	0.9207371	0.21175377942220325	0.8710963726043701	0.8714948112166042	0.31460392232221096
10	0.92650646	0.19895084429670984	0.8717607855796814	0.8728311003733802	0.3136602700086659
11	0.93287915	0.1856064322044738	0.8718715310096741	0.8709713393554144	0.31984418490664374
12	0.93768066	0.1747741221182127	0.8662236928939819	0.8619744058500913	0.33515292778363653
13	0.94189143	0.16437012323900693	0.8678848147392273	0.8728311003733802	0.32993320179144014
14	0.93242663	0.18509276420962095	0.8727574944496155	0.8728311003733802	0.31818439500408446
15	0.9325649	0.18596555040838575	0.8730897307395935	0.8728311003733802	0.31940540619862834
16	0.93300486	0.18559735019115178	0.8673311471939087	0.8728311003733802	0.32475958652670595
17	0.9327912	0.18539530755965344	0.868660032749176	0.8728311003733802	0.3214349803602445
18	0.93251467	0.18528094920623225	0.871207058429718	0.8728311003733802	0.32122326088638137
19	0.9325775	0.18507665888895866	0.870099663734436	0.8728311003733802	0.3214001437358286
20	0.9324392	0.18502879812169085	0.8675525784492493	0.8728311003733802	0.3252268020496812
21	0.9334699	0.18525501436468744	0.8667774200439453	0.8728311003733802	0.3212089182332505
22	0.9324518	0.18441899309080947	0.8687707781791687	0.8728311003733802	0.3244541940102942
23	0.9335202	0.1843145336976295	0.8696566820144653	0.8728311003733802	0.3220684595150277
24	0.9326403	0.18468963613992076	0.8746401071548462	0.8728311003733802	0.32261368813836827
25	0.932301	0.1854649229876227	0.8723145127296448	0.8728311003733802	0.31795947141161524
26	0.93303	0.1847195543934849	0.8720930218696594	0.8728311003733802	0.3217284682383173
27	0.93287915	0.18434335859202342	0.8698781728744507	0.8728311003733802	0.31876001505888707
28	0.93226326	0.18516879559234514	0.8724252581596375	0.8728311003733802	0.32136487010309467
29	0.93165994	0.1859261104967467	0.8733111619949341	0.8728311003733802	0.31714541250685124
30	0.9323764	0.18538549127896156	0.8688815236091614	0.8728311003733802	0.3192470466377727
31	0.9327158	0.18540602588522306	0.8736433982849121	0.8728311003733802	0.32236221161395606
32	0.9326152	0.18455563857111926	0.8702104091644287	0.8728311003733802	0.32197433397223385
33	0.93198675	0.18536277316804176	0.8702104091644287	0.8728311003733802	0.3216516776734412
34	0.93220043	0.1852385780714753	0.8716500401496887	0.8728311003733802	0.31767458972476775
35	0.93301743	0.1838944970631678	0.867220401763916	0.8728311003733802	0.324887206520089
36	0.93192387	0.18546243949084984	0.8735326528549194	0.8728311003733802	0.3151322495765728
37	0.93259007	0.1845120641613214	0.8716500401496887	0.8728311003733802	0.3209203604777918
38	0.9328163	0.18503086606227942	0.8750830292701721	0.8728311003733802	0.3183949920690205
39	0.9327912	0.18500715792748498	0.8705426454544067	0.8728311003733802	0.3197258851324865
40	0.93198675	0.18594548627709837	0.868660032749176	0.8728311003733802	0.32398811511423103
41	0.93336934	0.18454544366180706	0.8702104091644287	0.8728311003733802	0.32232800625091373
42	0.9330426	0.184496595944996	0.871207058429718	0.8728311003733802	0.3218123917167765
43	0.9338093	0.18414239445674319	0.8698781728744507	0.8728311003733802	0.31930683952893396
44	0.93280375	0.18472936576356258	0.8746401071548462	0.8728311003733802	0.32000978409517905
45	0.93301743	0.18424255862570224	0.8707641363143921	0.8728311003733802	0.321344604200435
46	0.93218786	0.18563955106069102	0.8726467490196228	0.8728311003733802	0.3167926583047193
47	0.9329923	0.18485729115618973	0.8705426454544067	0.8728311003733802	0.31902132007898815
48	0.9327158	0.18408626343712836	0.8726467490196228	0.8728311003733802	0.3164724849585283
49	0.9327158	0.18528318531803184	0.8681063055992126	0.8728311003733802	0.3196914591728519
best_val_acc	0.8717607855796814
best_val_f1	0.8728311003733802
best_test_acc	0.8685815930366516
best_test_f1	0.870872834259562
