epoch	accuracy	loss	val_accuracy	val_f1	val_loss
0	0.83838207	0.36482514202356514	0.8864894509315491	0.8892490545651	0.28374378749830514
1	0.92672014	0.19600881064729891	0.8911406397819519	0.8925330709522247	0.26748104045953464
2	0.9436637	0.1545159149216447	0.8957918286323547	0.8962399382511853	0.26984377783266283
3	0.95599437	0.12366157254222088	0.893909215927124	0.8944933920704846	0.2762487609059048
4	0.96690464	0.09830218738819602	0.8963454961776733	0.8925330709522247	0.27945037147531476
5	0.94301015	0.1547201405590232	0.8840531706809998	0.8925330709522247	0.29288100048421095
6	0.94355065	0.15339526168209966	0.8931339979171753	0.8925330709522247	0.274745087343725
7	0.9438774	0.1532040018356147	0.8920266032218933	0.8925330709522247	0.2745988536712735
8	0.9440911	0.15369209060294886	0.8908084034919739	0.8925330709522247	0.2803745418027918
9	0.9432741	0.15305991981054623	0.8929125070571899	0.8925330709522247	0.27373602342103937
10	0.94368887	0.1528513389987348	0.894684374332428	0.8925330709522247	0.26809365531534846
11	0.9437392	0.1536360096608104	0.8916943669319153	0.8925330709522247	0.275639781213942
12	0.9437392	0.1534121999053377	0.8931339979171753	0.8925330709522247	0.2718820232027525
13	0.9440031	0.15387469214094138	0.896788477897644	0.8976723759332454	0.2659667693169278
14	0.9563966	0.12192482263641709	0.8905869126319885	0.88946072946968	0.284113644675691
15	0.9673446	0.0970967239600872	0.89435213804245	0.8935980370287754	0.2916302847901848
16	0.97555244	0.07703565695924773	0.8912513852119446	0.8976723759332454	0.3083310299603514
17	0.95608234	0.12305741313798188	0.8877076506614685	0.8976723759332454	0.29152530761124157
18	0.95608234	0.12266859920467528	0.9003322124481201	0.8976723759332454	0.27027949441971044
19	0.9562709	0.122426344402931	0.8912513852119446	0.8976723759332454	0.28909789080899684
20	0.9563966	0.12328871845361433	0.8962347507476807	0.8976723759332454	0.27123560884334186
21	0.9559692	0.12387613877389983	0.8980066180229187	0.8976723759332454	0.2731851274785013
22	0.9570502	0.12218664943349287	0.892137348651886	0.8976723759332454	0.2819773813880823
23	0.95599437	0.12290878197895928	0.8954595923423767	0.8976723759332454	0.27940164312703797
24	0.956296	0.12213015776412178	0.893576979637146	0.8976723759332454	0.2832064650317495
25	0.95649713	0.12211206014183792	0.8923587799072266	0.8976723759332454	0.2857106928941551
26	0.95682395	0.1219055672910419	0.8957918286323547	0.8976723759332454	0.2751943623438758
27	0.95681137	0.12250673586601987	0.8936877250671387	0.8976723759332454	0.2897385664358488
28	0.9561955	0.12239816026015413	0.8926910161972046	0.8976723759332454	0.2788124663291183
29	0.95681137	0.1223088352212827	0.893244743347168	0.8976723759332454	0.2766492457616897
30	0.95654744	0.12167163902977994	0.8945736289024353	0.8976723759332454	0.2764200725164656
31	0.9569622	0.1218597049575762	0.896124005317688	0.8976723759332454	0.27667505281048094
32	0.9567988	0.12243665105727929	0.8947951197624207	0.8976723759332454	0.2900396502097184
33	0.9567862	0.12175387654273427	0.8963454961776733	0.8976723759332454	0.27308243701888346
34	0.9566354	0.12214254274405806	0.8955703377723694	0.8976723759332454	0.27749126526472445
35	0.95689934	0.12179132243727706	0.8954595923423767	0.8976723759332454	0.2787798842190376
36	0.9563086	0.12238611944519696	0.8910298943519592	0.8976723759332454	0.28070926303219296
37	0.95620805	0.12284996445705401	0.8965669870376587	0.8976723759332454	0.27710454144483126
38	0.95608234	0.1221856144328649	0.8957918286323547	0.8976723759332454	0.27500391487003295
39	0.956384	0.12194184289096141	0.8928017616271973	0.8976723759332454	0.28172302641477825
40	0.9569748	0.12177128952729187	0.8899224996566772	0.8976723759332454	0.2914966609390867
41	0.9567234	0.12248738627067839	0.8962347507476807	0.8976723759332454	0.27526348890656255
42	0.9567234	0.12234215198585316	0.8906976580619812	0.8976723759332454	0.2836960632737689
43	0.9565223	0.12169347037645172	0.8937984704971313	0.8976723759332454	0.2842267856975462
44	0.9563212	0.12288476705889036	0.8977851867675781	0.8976723759332454	0.2751255407879915
45	0.95653486	0.12277922155671045	0.8922480344772339	0.8976723759332454	0.28439805815914276
46	0.95649713	0.12185020295207223	0.8954595923423767	0.8976723759332454	0.27723944315218585
47	0.95747757	0.12143788192940111	0.896788477897644	0.8976723759332454	0.2760542171870091
48	0.9565726	0.1215297046420137	0.8951273560523987	0.8976723759332454	0.27226092727609386
49	0.9566354	0.12182154473274218	0.8954595923423767	0.8976723759332454	0.27488720811086637
best_val_acc	0.896788477897644
best_val_f1	0.8976723759332454
best_test_acc	0.8974159955978394
best_test_f1	0.8988518316019684
