epoch	accuracy	loss	val_accuracy	val_f1	val_loss
0	0.74927723	0.5207954315974518	0.830232560634613	0.8339651250947688	0.40510502138143095
1	0.8610951	0.3450121791861608	0.8527131676673889	0.8486916951080773	0.3543389967575686
2	0.88363206	0.29193610471595977	0.8626799583435059	0.8628015047576897	0.32893079260523006
3	0.89817494	0.2612864410412875	0.8622369766235352	0.8625414364640884	0.32274229751604866
4	0.9092989	0.23753989228682867	0.8674418330192566	0.8655509378861058	0.3184120147859271
5	0.9172931	0.2179563074645487	0.8708748817443848	0.8730677117352493	0.31489125026156867
6	0.92612934	0.20100619312275672	0.8692137598991394	0.8708018816322066	0.32031882472608575
7	0.93181074	0.18616516579509773	0.8663344383239746	0.8647315925137286	0.32304742726376684
8	0.9373162	0.17362864854182708	0.870099663734436	0.8730677117352493	0.32439083035206084
9	0.9261545	0.19999208377555333	0.8726467490196228	0.8730677117352493	0.315175524416688
10	0.9254632	0.19992065788178445	0.868327796459198	0.8730677117352493	0.32334856936833917
11	0.92741144	0.1988813460364673	0.8660022020339966	0.8730677117352493	0.31940660595497816
12	0.92704695	0.19936853866522128	0.866888165473938	0.8730677117352493	0.3234884854897048
13	0.92684585	0.19989391419102023	0.8705426454544067	0.8730677117352493	0.3177194568735949
14	0.9270344	0.1988881731009201	0.8699889183044434	0.8730677117352493	0.3158422421973409
15	0.9256517	0.20012022350455916	0.8723145127296448	0.8730677117352493	0.31834462929273627
16	0.92591566	0.19957311473761172	0.8667774200439453	0.8730677117352493	0.33163380370055584
17	0.9264059	0.1985527826675166	0.8636766076087952	0.8730677117352493	0.32693943814317783
18	0.9265567	0.19960859523364874	0.8706533908843994	0.8730677117352493	0.31727506459617405
19	0.9262299	0.1993120832124259	0.8692137598991394	0.8730677117352493	0.3176608356262494
20	0.9265693	0.1991722934769722	0.8692137598991394	0.8730677117352493	0.3166123404191314
21	0.92658186	0.19906815495266628	0.8714285492897034	0.8738454851678801	0.3143623515352986
22	0.9329797	0.18415160041165995	0.86943519115448	0.8688688688688688	0.321299035380185
23	0.9377687	0.17291671946150688	0.8717607855796814	0.8722136393732068	0.32029870112208964
24	0.9421177	0.16234045562609525	0.867220401763916	0.8738454851678801	0.3303658482508274
25	0.93294203	0.18489506000630854	0.8708748817443848	0.8738454851678801	0.3217271338203553
26	0.93309283	0.18525912126054195	0.8718715310096741	0.8738454851678801	0.31532326068725036
27	0.9329923	0.1847324194860703	0.8726467490196228	0.8738454851678801	0.3224895004616227
28	0.9328414	0.18539211517232418	0.8706533908843994	0.8738454851678801	0.3193078082991333
29	0.9326152	0.1848736230000498	0.869767427444458	0.8738454851678801	0.3234313959497154
30	0.9328666	0.1837022409602352	0.8738648891448975	0.8738454851678801	0.32087858452617396
31	0.9328289	0.1852195708407917	0.8714285492897034	0.8738454851678801	0.32370910268289305
32	0.9318987	0.18582492308599977	0.8737541437149048	0.8738454851678801	0.32177540709409996
33	0.93309283	0.1839158778796234	0.8684385418891907	0.8738454851678801	0.3209609697691494
34	0.9324392	0.18485153625236742	0.8707641363143921	0.8738454851678801	0.3194231462175004
35	0.9325775	0.18592421462806527	0.8706533908843994	0.8738454851678801	0.3201749345920939
36	0.93369615	0.18394731413218562	0.8677740693092346	0.8738454851678801	0.3222050457169711
37	0.93259007	0.18556894960057074	0.8687707781791687	0.8738454851678801	0.32729852400876885
38	0.93333167	0.1845550158618607	0.8729789853096008	0.8738454851678801	0.31834908062437445
39	0.9325649	0.18547978761458117	0.8730897307395935	0.8738454851678801	0.3188511156230538
40	0.93325627	0.18417532953709187	0.8695459365844727	0.8738454851678801	0.3199916450024179
41	0.93251467	0.18436570667922939	0.871539294719696	0.8738454851678801	0.31832910429599676
42	0.93242663	0.18539777615638894	0.8695459365844727	0.8738454851678801	0.32009066761134075
43	0.9322507	0.18630717007707917	0.86943519115448	0.8738454851678801	0.32038033351153633
44	0.9335579	0.1836845107563313	0.8727574944496155	0.8738454851678801	0.32044327809565093
45	0.9326278	0.1847194339109344	0.8664451837539673	0.8738454851678801	0.32655968231088167
46	0.9328163	0.18446008240055206	0.8749723434448242	0.8738454851678801	0.31777975258241065
47	0.9326906	0.18458858092355226	0.8705426454544067	0.8738454851678801	0.3176164147333713
48	0.9329671	0.1842838326155946	0.8685492873191833	0.8738454851678801	0.3183910614364303
49	0.932125	0.18544352303629155	0.8692137598991394	0.8738454851678801	0.32287704114238025
best_val_acc	0.8714285492897034
best_val_f1	0.8738454851678801
best_test_acc	0.8666962385177612
best_test_f1	0.8704462168570812
